"Method","DupRate","LossRate","InputType","Replicate","Error"
"MulRF","2",0.5,"Input: true",16,0.159665309526026
"DupTree","2",0.5,"Input: true",16,0.0659297281876206
"A-Pro","2",0.5,"Input: true",16,0.0380106412339956
"MulRF","5",0.5,"Input: true",16,0.104522138368338
"DupTree","5",0.5,"Input: true",16,0.0650938770966604
"A-Pro","5",0.5,"Input: true",16,0.0512643441464752
"MulRF","0",1,"Input: true",16,0.161421941462904
"DupTree","0",1,"Input: true",16,0.089909947430715
"A-Pro","0",1,"Input: true",16,0.0483999370969832
"MulRF","0.2",1,"Input: true",16,0.100281276125461
"DupTree","0.2",1,"Input: true",16,0.0737582870526239
"A-Pro","0.2",1,"Input: true",16,0.0207277729362249
"MulRF","1",1,"Input: true",16,0.107925808895379
"DupTree","1",1,"Input: true",16,0.0647267604712397
"A-Pro","1",1,"Input: true",16,0.0476077597588301
"MulRF","2",1,"Input: true",16,0.159624825064093
"DupTree","2",1,"Input: true",16,0.0851073592551984
"A-Pro","2",1,"Input: true",16,0.0541923161316663
"MulRF","5",1,"Input: true",16,0.12133356070146
"DupTree","5",1,"Input: true",16,0.0975768005126156
"A-Pro","5",1,"Input: true",16,0.036890213387087
"MulRF","0",0,"Input: Est. (100bp)",17,0.13978149915114
"DupTree","0",0,"Input: Est. (100bp)",17,0.0582149830763228
"A-Pro","0",0,"Input: Est. (100bp)",17,0.0508121643029153
"MulRF","0.2",0,"Input: Est. (100bp)",17,0.148713742960244
"DupTree","0.2",0,"Input: Est. (100bp)",17,0.0888923547230661
"A-Pro","0.2",0,"Input: Est. (100bp)",17,0.0413676336593926
"MulRF","1",0,"Input: Est. (100bp)",17,0.156929046288133
"DupTree","1",0,"Input: Est. (100bp)",17,0.098985864513088
"A-Pro","1",0,"Input: Est. (100bp)",17,0.0496679458674043
"MulRF","2",0,"Input: Est. (100bp)",17,0.168218591026962
"DupTree","2",0,"Input: Est. (100bp)",17,0.093682242569048
"A-Pro","2",0,"Input: Est. (100bp)",17,0.0435399699211121
"MulRF","5",0,"Input: Est. (100bp)",17,0.10326718878001
"DupTree","5",0,"Input: Est. (100bp)",17,0.0575310141663067
"A-Pro","5",0,"Input: Est. (100bp)",17,0.0454987314995378
"MulRF","0",0.1,"Input: Est. (100bp)",17,0.131192792523652
"DupTree","0",0.1,"Input: Est. (100bp)",17,0.0776494807098061
"A-Pro","0",0.1,"Input: Est. (100bp)",17,0.0502403542306274
"MulRF","0.2",0.1,"Input: Est. (100bp)",17,0.138891417346895
"DupTree","0.2",0.1,"Input: Est. (100bp)",17,0.0575608076993376
"A-Pro","0.2",0.1,"Input: Est. (100bp)",17,0.022590149808675
"MulRF","1",0.1,"Input: Est. (100bp)",17,0.144821829218417
"DupTree","1",0.1,"Input: Est. (100bp)",17,0.0846727429889143
"A-Pro","1",0.1,"Input: Est. (100bp)",17,0.0319887134153396
"MulRF","2",0.1,"Input: Est. (100bp)",17,0.164180232286453
"DupTree","2",0.1,"Input: Est. (100bp)",17,0.0657910619513132
"A-Pro","2",0.1,"Input: Est. (100bp)",17,0.0240992061886936
"MulRF","5",0.1,"Input: Est. (100bp)",17,0.131690015122294
"DupTree","5",0.1,"Input: Est. (100bp)",17,0.0504198076203465
"A-Pro","5",0.1,"Input: Est. (100bp)",17,0.0544105857238173
"MulRF","0",0.5,"Input: Est. (100bp)",17,0.155600685477257
"DupTree","0",0.5,"Input: Est. (100bp)",17,0.0631027316907421
"A-Pro","0",0.5,"Input: Est. (100bp)",17,0.0361251736897975
"MulRF","0.2",0.5,"Input: Est. (100bp)",17,0.124449043590575
"DupTree","0.2",0.5,"Input: Est. (100bp)",17,0.0696079878602177
"A-Pro","0.2",0.5,"Input: Est. (100bp)",17,0.0200525254383683
"MulRF","1",0.5,"Input: Est. (100bp)",17,0.162173140645027
"DupTree","1",0.5,"Input: Est. (100bp)",17,0.0744964685989544
"A-Pro","1",0.5,"Input: Est. (100bp)",17,0.044078786149621
"MulRF","2",0.5,"Input: Est. (100bp)",17,0.156247360054404
"DupTree","2",0.5,"Input: Est. (100bp)",17,0.0800921583431773
"A-Pro","2",0.5,"Input: Est. (100bp)",17,0.0208041775971651
"MulRF","5",0.5,"Input: Est. (100bp)",17,0.161373641751707
"DupTree","5",0.5,"Input: Est. (100bp)",17,0.0835164109012112
"A-Pro","5",0.5,"Input: Est. (100bp)",17,0.0406789193116128
"MulRF","0",1,"Input: Est. (100bp)",17,0.107379126213491
"DupTree","0",1,"Input: Est. (100bp)",17,0.0713143431930803
"A-Pro","0",1,"Input: Est. (100bp)",17,0.0220339614152908
"MulRF","0.2",1,"Input: Est. (100bp)",17,0.153127012141049
"DupTree","0.2",1,"Input: Est. (100bp)",17,0.0686950762872584
"A-Pro","0.2",1,"Input: Est. (100bp)",17,0.0534030415955931
"MulRF","1",1,"Input: Est. (100bp)",17,0.111037353798747
"DupTree","1",1,"Input: Est. (100bp)",17,0.0794006856507622
"A-Pro","1",1,"Input: Est. (100bp)",17,0.0567518485151231
"MulRF","2",1,"Input: Est. (100bp)",17,0.160325868092477
"DupTree","2",1,"Input: Est. (100bp)",17,0.0767761741532013
"A-Pro","2",1,"Input: Est. (100bp)",17,0.0575661436095834
"MulRF","5",1,"Input: Est. (100bp)",17,0.130641705133021
"DupTree","5",1,"Input: Est. (100bp)",17,0.084883750777226
"A-Pro","5",1,"Input: Est. (100bp)",17,0.0391732773650438
"MulRF","0",0,"Input: Est. (500bp)",17,0.130867779925466
"DupTree","0",0,"Input: Est. (500bp)",17,0.0889509833185002
"A-Pro","0",0,"Input: Est. (500bp)",17,0.029914936190471
"MulRF","0.2",0,"Input: Est. (500bp)",17,0.105075883027166
"DupTree","0.2",0,"Input: Est. (500bp)",17,0.0544496570131741
"A-Pro","0.2",0,"Input: Est. (500bp)",17,0.0202094909455627
"MulRF","1",0,"Input: Est. (500bp)",17,0.135400718022138
"DupTree","1",0,"Input: Est. (500bp)",17,0.0598840605816804
"A-Pro","1",0,"Input: Est. (500bp)",17,0.0331878376752138
"MulRF","2",0,"Input: Est. (500bp)",17,0.137473687045276
"DupTree","2",0,"Input: Est. (500bp)",17,0.0954811696778052
"A-Pro","2",0,"Input: Est. (500bp)",17,0.0216886109020561
"MulRF","5",0,"Input: Est. (500bp)",17,0.169191359058022
"DupTree","5",0,"Input: Est. (500bp)",17,0.0722043344401754
"A-Pro","5",0,"Input: Est. (500bp)",17,0.055852150414139
"MulRF","0",0.1,"Input: Est. (500bp)",17,0.169214967098087
"DupTree","0",0.1,"Input: Est. (500bp)",17,0.0975020377780311
"A-Pro","0",0.1,"Input: Est. (500bp)",17,0.0571930557489395
"MulRF","0.2",0.1,"Input: Est. (500bp)",17,0.136405559517443
"DupTree","0.2",0.1,"Input: Est. (500bp)",17,0.0588462016312405
"A-Pro","0.2",0.1,"Input: Est. (500bp)",17,0.0221863533742726
"MulRF","1",0.1,"Input: Est. (500bp)",17,0.115120532363653
"DupTree","1",0.1,"Input: Est. (500bp)",17,0.0522441048407927
"A-Pro","1",0.1,"Input: Est. (500bp)",17,0.021593501418829
"MulRF","2",0.1,"Input: Est. (500bp)",17,0.153642575778067
"DupTree","2",0.1,"Input: Est. (500bp)",17,0.0776825898792595
"A-Pro","2",0.1,"Input: Est. (500bp)",17,0.0331563282571733
"MulRF","5",0.1,"Input: Est. (500bp)",17,0.103909395877272
"DupTree","5",0.1,"Input: Est. (500bp)",17,0.0817088386509568
"A-Pro","5",0.1,"Input: Est. (500bp)",17,0.0454991362802684
"MulRF","0",0.5,"Input: Est. (500bp)",17,0.161376792322844
"DupTree","0",0.5,"Input: Est. (500bp)",17,0.0532930070301518
"A-Pro","0",0.5,"Input: Est. (500bp)",17,0.0300647208932787
"MulRF","0.2",0.5,"Input: Est. (500bp)",17,0.106209240965545
"DupTree","0.2",0.5,"Input: Est. (500bp)",17,0.0543084193021059
"A-Pro","0.2",0.5,"Input: Est. (500bp)",17,0.029997362094
"MulRF","1",0.5,"Input: Est. (500bp)",17,0.178928129058331
"DupTree","1",0.5,"Input: Est. (500bp)",17,0.069546081777662
"A-Pro","1",0.5,"Input: Est. (500bp)",17,0.0452545671351254
"MulRF","2",0.5,"Input: Est. (500bp)",17,0.102362359203398
"DupTree","2",0.5,"Input: Est. (500bp)",17,0.0935679593356326
"A-Pro","2",0.5,"Input: Est. (500bp)",17,0.0218363884463906
"MulRF","5",0.5,"Input: Est. (500bp)",17,0.110708809476346
"DupTree","5",0.5,"Input: Est. (500bp)",17,0.0591851917211898
"A-Pro","5",0.5,"Input: Est. (500bp)",17,0.0407029260229319
"MulRF","0",1,"Input: Est. (500bp)",17,0.174733711369336
"DupTree","0",1,"Input: Est. (500bp)",17,0.0873687807703391
"A-Pro","0",1,"Input: Est. (500bp)",17,0.0415869670454413
"MulRF","0.2",1,"Input: Est. (500bp)",17,0.11097047034651
"DupTree","0.2",1,"Input: Est. (500bp)",17,0.0523454217240214
"A-Pro","0.2",1,"Input: Est. (500bp)",17,0.030797637347132
"MulRF","1",1,"Input: Est. (500bp)",17,0.127525226604193
"DupTree","1",1,"Input: Est. (500bp)",17,0.0504439971176907
"A-Pro","1",1,"Input: Est. (500bp)",17,0.0276737031619996
"MulRF","2",1,"Input: Est. (500bp)",17,0.167667284850031
"DupTree","2",1,"Input: Est. (500bp)",17,0.0687510653981008
"A-Pro","2",1,"Input: Est. (500bp)",17,0.0510891766473651
"MulRF","5",1,"Input: Est. (500bp)",17,0.105369649510831
"DupTree","5",1,"Input: Est. (500bp)",17,0.0896683860104531
"A-Pro","5",1,"Input: Est. (500bp)",17,0.0436230938509107
"MulRF","0",0,"Input: true",17,0.116466153617948
"DupTree","0",0,"Input: true",17,0.0740015939576551
"A-Pro","0",0,"Input: true",17,0.0301470291707665
"MulRF","0.2",0,"Input: true",17,0.150099211297929
"DupTree","0.2",0,"Input: true",17,0.0622117343475111
"A-Pro","0.2",0,"Input: true",17,0.0541359564568847
"MulRF","1",0,"Input: true",17,0.158775432854891
"DupTree","1",0,"Input: true",17,0.0924186168471351
"A-Pro","1",0,"Input: true",17,0.037328884722665
"MulRF","2",0,"Input: true",17,0.166547035556287
"DupTree","2",0,"Input: true",17,0.0635789412772283
"A-Pro","2",0,"Input: true",17,0.0242271756846458
"MulRF","5",0,"Input: true",17,0.151428811363876
"DupTree","5",0,"Input: true",17,0.0666928612045012
"A-Pro","5",0,"Input: true",17,0.0394866779446602
"MulRF","0",0.1,"Input: true",17,0.102606979496777
"DupTree","0",0.1,"Input: true",17,0.0660723958397284
"A-Pro","0",0.1,"Input: true",17,0.0284893206413835
"MulRF","0.2",0.1,"Input: true",17,0.165376275088638
"DupTree","0.2",0.1,"Input: true",17,0.0854923493578099
"A-Pro","0.2",0.1,"Input: true",17,0.0351596645824611
"MulRF","1",0.1,"Input: true",17,0.1578007145226
"DupTree","1",0.1,"Input: true",17,0.0608180731767789
"A-Pro","1",0.1,"Input: true",17,0.0383019210956991
"MulRF","2",0.1,"Input: true",17,0.162141120154411
"DupTree","2",0.1,"Input: true",17,0.0787411066703498
"A-Pro","2",0.1,"Input: true",17,0.0467356570530683
"MulRF","5",0.1,"Input: true",17,0.17624335212633
"DupTree","5",0.1,"Input: true",17,0.0838859710958786
"A-Pro","5",0.1,"Input: true",17,0.0519733774196356
"MulRF","0",0.5,"Input: true",17,0.156328370049596
"DupTree","0",0.5,"Input: true",17,0.054346866265405
"A-Pro","0",0.5,"Input: true",17,0.0471896889060736
"MulRF","0.2",0.5,"Input: true",17,0.116845339648426
"DupTree","0.2",0.5,"Input: true",17,0.0687505268957466
"A-Pro","0.2",0.5,"Input: true",17,0.055896135494113
"MulRF","1",0.5,"Input: true",17,0.136265187393874
"DupTree","1",0.5,"Input: true",17,0.0508918565348722
"A-Pro","1",0.5,"Input: true",17,0.0510048244148493
"MulRF","2",0.5,"Input: true",17,0.1715962324664
"DupTree","2",0.5,"Input: true",17,0.0988334331079386
"A-Pro","2",0.5,"Input: true",17,0.0483898960519582
"MulRF","5",0.5,"Input: true",17,0.13107464665547
"DupTree","5",0.5,"Input: true",17,0.0878577313618735
"A-Pro","5",0.5,"Input: true",17,0.0294056287501007
"MulRF","0",1,"Input: true",17,0.157561586480588
"DupTree","0",1,"Input: true",17,0.0847754281596281
"A-Pro","0",1,"Input: true",17,0.0296158860065043
"MulRF","0.2",1,"Input: true",17,0.139739823397249
"DupTree","0.2",1,"Input: true",17,0.0887803255114704
"A-Pro","0.2",1,"Input: true",17,0.0224697096738964
"MulRF","1",1,"Input: true",17,0.113761024270207
"DupTree","1",1,"Input: true",17,0.0738364665885456
"A-Pro","1",1,"Input: true",17,0.0545160267315805
"MulRF","2",1,"Input: true",17,0.1069785749726
"DupTree","2",1,"Input: true",17,0.090500088990666
"A-Pro","2",1,"Input: true",17,0.0233574643172324
"MulRF","5",1,"Input: true",17,0.157398884221911
"DupTree","5",1,"Input: true",17,0.0713666681316681
"A-Pro","5",1,"Input: true",17,0.0275574818067253
"MulRF","0",0,"Input: Est. (100bp)",18,0.176877369564027
"DupTree","0",0,"Input: Est. (100bp)",18,0.0687821557396091
"A-Pro","0",0,"Input: Est. (100bp)",18,0.0314898401591927
"MulRF","0.2",0,"Input: Est. (100bp)",18,0.102652339376509
"DupTree","0.2",0,"Input: Est. (100bp)",18,0.0969546556705609
"A-Pro","0.2",0,"Input: Est. (100bp)",18,0.0309856356028467
"MulRF","1",0,"Input: Est. (100bp)",18,0.130336780287325
"DupTree","1",0,"Input: Est. (100bp)",18,0.0680959024233744
"A-Pro","1",0,"Input: Est. (100bp)",18,0.0536268061771989
"MulRF","2",0,"Input: Est. (100bp)",18,0.134621207620949
"DupTree","2",0,"Input: Est. (100bp)",18,0.0782649889821187
"A-Pro","2",0,"Input: Est. (100bp)",18,0.0587739555072039
"MulRF","5",0,"Input: Est. (100bp)",18,0.134164984412491
"DupTree","5",0,"Input: Est. (100bp)",18,0.065238377195783
"A-Pro","5",0,"Input: Est. (100bp)",18,0.0536946901679039
"MulRF","0",0.1,"Input: Est. (100bp)",18,0.168898333758116
"DupTree","0",0.1,"Input: Est. (100bp)",18,0.0678384985774756
"A-Pro","0",0.1,"Input: Est. (100bp)",18,0.0467454731464386
"MulRF","0.2",0.1,"Input: Est. (100bp)",18,0.161366725564003
"DupTree","0.2",0.1,"Input: Est. (100bp)",18,0.072058074735105
"A-Pro","0.2",0.1,"Input: Est. (100bp)",18,0.0406912518758327
"MulRF","1",0.1,"Input: Est. (100bp)",18,0.107575804181397
"DupTree","1",0.1,"Input: Est. (100bp)",18,0.0608645798056386
"A-Pro","1",0.1,"Input: Est. (100bp)",18,0.0344325665850192
"MulRF","2",0.1,"Input: Est. (100bp)",18,0.137571332715452
"DupTree","2",0.1,"Input: Est. (100bp)",18,0.0596088948776014
"A-Pro","2",0.1,"Input: Est. (100bp)",18,0.0261618453543633
"MulRF","5",0.1,"Input: Est. (100bp)",18,0.131979523934424
"DupTree","5",0.1,"Input: Est. (100bp)",18,0.0628335633431561
"A-Pro","5",0.1,"Input: Est. (100bp)",18,0.0471781092043966
"MulRF","0",0.5,"Input: Est. (100bp)",18,0.175416014790535
"DupTree","0",0.5,"Input: Est. (100bp)",18,0.0775298344669864
"A-Pro","0",0.5,"Input: Est. (100bp)",18,0.0486772156413645
"MulRF","0.2",0.5,"Input: Est. (100bp)",18,0.114547459892929
"DupTree","0.2",0.5,"Input: Est. (100bp)",18,0.0979885497596115
"A-Pro","0.2",0.5,"Input: Est. (100bp)",18,0.0361867946945131
"MulRF","1",0.5,"Input: Est. (100bp)",18,0.104883327204734
"DupTree","1",0.5,"Input: Est. (100bp)",18,0.0868563484866172
"A-Pro","1",0.5,"Input: Est. (100bp)",18,0.0354729219153523
"MulRF","2",0.5,"Input: Est. (100bp)",18,0.11447697095573
"DupTree","2",0.5,"Input: Est. (100bp)",18,0.0790621109888889
"A-Pro","2",0.5,"Input: Est. (100bp)",18,0.028041760371998
"MulRF","5",0.5,"Input: Est. (100bp)",18,0.117929768580943
"DupTree","5",0.5,"Input: Est. (100bp)",18,0.063265678146854
"A-Pro","5",0.5,"Input: Est. (100bp)",18,0.0519493180792779
"MulRF","0",1,"Input: Est. (100bp)",18,0.142058067154139
"DupTree","0",1,"Input: Est. (100bp)",18,0.0919247486162931
"A-Pro","0",1,"Input: Est. (100bp)",18,0.0577098678611219
"MulRF","0.2",1,"Input: Est. (100bp)",18,0.165574662536383
"DupTree","0.2",1,"Input: Est. (100bp)",18,0.0692795629845932
"A-Pro","0.2",1,"Input: Est. (100bp)",18,0.0212757535651326
"MulRF","1",1,"Input: Est. (100bp)",18,0.113096116278321
"DupTree","1",1,"Input: Est. (100bp)",18,0.0669456544332206
"A-Pro","1",1,"Input: Est. (100bp)",18,0.0532275495119393
"MulRF","2",1,"Input: Est. (100bp)",18,0.110636150091887
"DupTree","2",1,"Input: Est. (100bp)",18,0.0643657407257706
"A-Pro","2",1,"Input: Est. (100bp)",18,0.0413351629767567
"MulRF","5",1,"Input: Est. (100bp)",18,0.175345340315253
"DupTree","5",1,"Input: Est. (100bp)",18,0.0633311443729326
"A-Pro","5",1,"Input: Est. (100bp)",18,0.0419759490899742
"MulRF","0",0,"Input: Est. (500bp)",18,0.119707919154316
"DupTree","0",0,"Input: Est. (500bp)",18,0.0925828337785788
"A-Pro","0",0,"Input: Est. (500bp)",18,0.0448246142268181
"MulRF","0.2",0,"Input: Est. (500bp)",18,0.173721717298031
"DupTree","0.2",0,"Input: Est. (500bp)",18,0.0972815084620379
"A-Pro","0.2",0,"Input: Est. (500bp)",18,0.0389375508017838
"MulRF","1",0,"Input: Est. (500bp)",18,0.15632577624172
"DupTree","1",0,"Input: Est. (500bp)",18,0.0868426929577254
"A-Pro","1",0,"Input: Est. (500bp)",18,0.0369150278437883
"MulRF","2",0,"Input: Est. (500bp)",18,0.177070755250752
"DupTree","2",0,"Input: Est. (500bp)",18,0.0834384099580348
"A-Pro","2",0,"Input: Est. (500bp)",18,0.0516382424067706
"MulRF","5",0,"Input: Est. (500bp)",18,0.165587131492794
"DupTree","5",0,"Input: Est. (500bp)",18,0.0662374719162472
"A-Pro","5",0,"Input: Est. (500bp)",18,0.0556396914646029
"MulRF","0",0.1,"Input: Est. (500bp)",18,0.112935674451292
"DupTree","0",0.1,"Input: Est. (500bp)",18,0.0640207142569125
"A-Pro","0",0.1,"Input: Est. (500bp)",18,0.0557670394144952
"MulRF","0.2",0.1,"Input: Est. (500bp)",18,0.142207907643169
"DupTree","0.2",0.1,"Input: Est. (500bp)",18,0.0857193056843244
"A-Pro","0.2",0.1,"Input: Est. (500bp)",18,0.0365964350383729
"MulRF","1",0.1,"Input: Est. (500bp)",18,0.126623774599284
"DupTree","1",0.1,"Input: Est. (500bp)",18,0.0688534900546074
"A-Pro","1",0.1,"Input: Est. (500bp)",18,0.0434517664648592
"MulRF","2",0.1,"Input: Est. (500bp)",18,0.118144442792982
"DupTree","2",0.1,"Input: Est. (500bp)",18,0.0878854681155644
"A-Pro","2",0.1,"Input: Est. (500bp)",18,0.0211532942857593
"MulRF","5",0.1,"Input: Est. (500bp)",18,0.173892290964723
"DupTree","5",0.1,"Input: Est. (500bp)",18,0.0939610647154041
"A-Pro","5",0.1,"Input: Est. (500bp)",18,0.031552757313475
"MulRF","0",0.5,"Input: Est. (500bp)",18,0.16350287489593
"DupTree","0",0.5,"Input: Est. (500bp)",18,0.0775699366233312
"A-Pro","0",0.5,"Input: Est. (500bp)",18,0.0507455364149064
"MulRF","0.2",0.5,"Input: Est. (500bp)",18,0.119348007198423
"DupTree","0.2",0.5,"Input: Est. (500bp)",18,0.0841552024940029
"A-Pro","0.2",0.5,"Input: Est. (500bp)",18,0.0579745666030794
"MulRF","1",0.5,"Input: Est. (500bp)",18,0.138616985920817
"DupTree","1",0.5,"Input: Est. (500bp)",18,0.090308155096136
"A-Pro","1",0.5,"Input: Est. (500bp)",18,0.037839622348547
"MulRF","2",0.5,"Input: Est. (500bp)",18,0.154136428367347
"DupTree","2",0.5,"Input: Est. (500bp)",18,0.0775428712717258
"A-Pro","2",0.5,"Input: Est. (500bp)",18,0.0410098565649241
"MulRF","5",0.5,"Input: Est. (500bp)",18,0.164228248484433
"DupTree","5",0.5,"Input: Est. (500bp)",18,0.0575571002438664
"A-Pro","5",0.5,"Input: Est. (500bp)",18,0.0322769604437053
"MulRF","0",1,"Input: Est. (500bp)",18,0.162257992625237
"DupTree","0",1,"Input: Est. (500bp)",18,0.0984832850052044
"A-Pro","0",1,"Input: Est. (500bp)",18,0.0310059399716556
"MulRF","0.2",1,"Input: Est. (500bp)",18,0.117120164819062
"DupTree","0.2",1,"Input: Est. (500bp)",18,0.0826747793587856
"A-Pro","0.2",1,"Input: Est. (500bp)",18,0.054610623056069
"MulRF","1",1,"Input: Est. (500bp)",18,0.10309931917116
"DupTree","1",1,"Input: Est. (500bp)",18,0.0504387402674183
"A-Pro","1",1,"Input: Est. (500bp)",18,0.0200933627318591
"MulRF","2",1,"Input: Est. (500bp)",18,0.124029459990561
"DupTree","2",1,"Input: Est. (500bp)",18,0.073054836387746
"A-Pro","2",1,"Input: Est. (500bp)",18,0.0494165695086122
"MulRF","5",1,"Input: Est. (500bp)",18,0.10701973548159
"DupTree","5",1,"Input: Est. (500bp)",18,0.067600355821196
"A-Pro","5",1,"Input: Est. (500bp)",18,0.0282109011802822
"MulRF","0",0,"Input: true",18,0.101278442777693
"DupTree","0",0,"Input: true",18,0.096951948851347
"A-Pro","0",0,"Input: true",18,0.0223281529359519
"MulRF","0.2",0,"Input: true",18,0.127174992673099
"DupTree","0.2",0,"Input: true",18,0.0783725560177118
"A-Pro","0.2",0,"Input: true",18,0.0544336059689522
"MulRF","1",0,"Input: true",18,0.110227783732116
"DupTree","1",0,"Input: true",18,0.0613084432203323
"A-Pro","1",0,"Input: true",18,0.0290510091278702
"MulRF","2",0,"Input: true",18,0.160735699087381
"DupTree","2",0,"Input: true",18,0.0795336198876612
"A-Pro","2",0,"Input: true",18,0.0299959594290704
"MulRF","5",0,"Input: true",18,0.129701147004962
"DupTree","5",0,"Input: true",18,0.0581344538251869
"A-Pro","5",0,"Input: true",18,0.0444971316307783
"MulRF","0",0.1,"Input: true",18,0.161287534516305
"DupTree","0",0.1,"Input: true",18,0.0686724815983325
"A-Pro","0",0.1,"Input: true",18,0.0201451945491135
"MulRF","0.2",0.1,"Input: true",18,0.163923700116575
"DupTree","0.2",0.1,"Input: true",18,0.0551163679920137
"A-Pro","0.2",0.1,"Input: true",18,0.0408410853799432
"MulRF","1",0.1,"Input: true",18,0.143390622306615
"DupTree","1",0.1,"Input: true",18,0.0700536604854278
"A-Pro","1",0.1,"Input: true",18,0.0546697288006544
"MulRF","2",0.1,"Input: true",18,0.125993219055235
"DupTree","2",0.1,"Input: true",18,0.0873731455300003
"A-Pro","2",0.1,"Input: true",18,0.0517405785992742
"MulRF","5",0.1,"Input: true",18,0.15008721197024
"DupTree","5",0.1,"Input: true",18,0.0520257617346942
"A-Pro","5",0.1,"Input: true",18,0.0254120599292219
"MulRF","0",0.5,"Input: true",18,0.13336392775178
"DupTree","0",0.5,"Input: true",18,0.0718394593568519
"A-Pro","0",0.5,"Input: true",18,0.0482954454328865
"MulRF","0.2",0.5,"Input: true",18,0.150124883279204
"DupTree","0.2",0.5,"Input: true",18,0.0947585709276609
"A-Pro","0.2",0.5,"Input: true",18,0.0499500475265086
"MulRF","1",0.5,"Input: true",18,0.176247118860483
"DupTree","1",0.5,"Input: true",18,0.0774546820204705
"A-Pro","1",0.5,"Input: true",18,0.0206256293132901
"MulRF","2",0.5,"Input: true",18,0.100578124113381
"DupTree","2",0.5,"Input: true",18,0.0942280628718436
"A-Pro","2",0.5,"Input: true",18,0.0449233047571033
"MulRF","5",0.5,"Input: true",18,0.165336340069771
"DupTree","5",0.5,"Input: true",18,0.0533294934313744
"A-Pro","5",0.5,"Input: true",18,0.0366954100783914
"MulRF","0",1,"Input: true",18,0.15713261788711
